"29b3f4a30dea6688d4c289c9672cb996","1-ddfdec8050c7ef4dc694eeeda6c4625e","2013-01-11 22:03:00",+4.07033460000000E+001,-7.40144200000000E+001,"A93D1F7F8998FFB75EEF477EB6077516","68BC16A99E915E44ADA7E639B4DD5F59",2,"2013-01-11 21:48:00",+4.06760670000000E+001,-7.39810790000000E+001,1,,+4.08000000000000E+000,900,"VTS"
"2a80cfaa425dcec0861e02ae44354500","1-b72234b58a7b0018a1ec5d2ea0797e32","2013-01-11 04:28:00",+4.08190960000000E+001,-7.39467470000000E+001,"64CE1B03FDE343BB8DFB512123A525A4","60150AA39B2F654ED6F0C3AF8174A48A",1,"2013-01-11 04:07:00",+4.07280540000000E+001,-7.40020370000000E+001,1,,+8.53000000000000E+000,1260,"CMT"
"29b3f4a30dea6688d4c289c96758d87e","1-387ec30eac5abda89d2abefdf947b2c1","2013-01-11 22:02:00",+4.07277180000000E+001,-7.39942860000000E+001,"2D73B0C44F1699C67AB8AE322433BDB7","6F907BC9A85B7034C8418A24A0A75489",5,"2013-01-11 21:46:00",+4.07577480000000E+001,-7.39649810000000E+001,1,,+3.01000000000000E+000,960,"VTS"
"2a80cfaa425dcec0861e02ae446226e4","1-aa8b16d6ae44ad906a46cc6581ffea50","2013-01-11 10:03:00",+4.07643050000000E+001,-7.39544600000000E+001,"E90018250F0A009433F03BD1E4A4CE53","1AFFD48CC07161DA651625B562FE4D06",5,"2013-01-11 09:44:00",+4.07308080000000E+001,-7.39928280000000E+001,1,,+3.64000000000000E+000,1140,"CMT"
"29b3f4a30dea6688d4c289c9675a019c","1-dc8295eae03262a84370b8a6450eb38e","2013-01-11 22:02:00",+4.07294460000000E+001,-7.39777980000000E+001,"A4905117273C479965F469A85DE2363D","8BF138EA0CF6FF83587993BECA6D6D59",1,"2013-01-11 21:48:00",+4.07672460000000E+001,-7.39845350000000E+001,1,,+3.69000000000000E+000,840,"VTS"
"0ba1d5e3cc0d075c6513a0a1a2d2d2c8","1-b004c36cb212e5a8399591ed9bf1ab16","2013-01-11 10:22:00",+4.08002430000000E+001,-7.39653780000000E+001,"3CEA0E36D984553348CA536F07CA7617","23A8ED0AAA1936A28C652B80903B42FB",2,"2013-01-11 10:01:00",+4.07487490000000E+001,-7.39966050000000E+001,1,,+4.38000000000000E+000,1260,"VTS"
"29b3f4a30dea6688d4c289c9675d2b2e","1-e5d974cc18ee010bdadc938f429ea4b0","2013-01-11 12:35:00",+4.08235400000000E+001,-7.39494090000000E+001,"57749B2DA60E2F46512AFAAFD8C116BC","42BC02EC8FC9719B5B8075C3029B9EE9",1,"2013-01-11 12:22:00",+4.08421130000000E+001,-7.39392850000000E+001,1,,+2.41000000000000E+000,780,"CMT"
"2a80cfaa425dcec0861e02ae4463fd7f","1-0874f169553c33569e767caf2b3214a3","2013-01-11 20:28:00",+4.07467160000000E+001,-7.39899370000000E+001,"0DF63DB5EFE70702BFDD877770B21604","EB49CE1B3661EF6100CF9EA1B860932E",3,"2013-01-11 20:13:00",+4.07285690000000E+001,-7.39755940000000E+001,1,,+1.92000000000000E+000,900,"VTS"
"0ba1d5e3cc0d075c6513a0a1a2d6b221","1-4c86f2988613a685795e8bd753390d29","2013-01-11 12:51:00",+4.07886810000000E+001,-7.39467320000000E+001,"5F18C262C656CCDE401E240C849DAE61","DDE6F0B0832FA5CCE8491924E360FB45",1,"2013-01-11 12:36:00",+4.07450220000000E+001,-7.39784390000000E+001,1,,+3.56000000000000E+000,900,"VTS"
"2a80cfaa425dcec0861e02ae4465114a","1-864e1450f7d337140c245f85ef6972c6","2013-01-11 07:56:00",+4.07648770000000E+001,-7.39683230000000E+001,"518F5695F2D22A0E2316C74649787AC5","67D7E407C25038B0CDDE600BD2F5244F",2,"2013-01-11 07:24:00",+4.08301930000000E+001,-7.39278640000000E+001,1,,+3.80000000000000E+000,1920,"CMT"
